tsg_set,class,label,clase,etiqueta
1,DOID:0090047,paroxysmal nonkinesigenic dyskinesia 2,DOID:0090047,discinesia paroxística no cinesigénica 2
1,DOID:0090048,dystonia 16,DOID:0090048,distonía 16
1,DOID:0090049,paroxysmal nonkinesigenic dyskinesia 1,DOID:0090049,discinesia paroxística no cinesigénica 1
1,DOID:0090050,dystonia 27,DOID:0090050,distonía 27
1,DOID:0090051,dystonia 23,DOID:0090051,Distonía 23
1,DOID:0090052,dystonia 24,DOID:0090052,distonía 24
1,DOID:0090053,episodic kinesigenic dyskinesia 1,DOID:0090053,disquinesia cinesigénica episódica 1
1,DOID:0090054,episodic kinesigenic dyskinesia 2,DOID:0090054,disquinesia cinesigénica episódica 2
1,DOID:0090055,dystonia 25,DOID:0090055,distonía 25
1,DOID:0090056,dystonia 12,DOID:0090056,distonía 12
1,DOID:0090057,X-linked dystonia-parkinsonism,DOID:0090057,Distonía-parkinsonismo ligada al cromosoma X
1,DOID:0090058,torsion dystonia with onset in infancy,DOID:0090058,distonía de torsión de aparición en la infancia
1,DOID:0090059,enhanced S-cone syndrome,DOID:0090059,síndrome del cono S mejorado
1,DOID:0090060,Wolcott-Rallison syndrome,DOID:0090060,Síndrome de Wolcott-Rallison
1,DOID:0090061,familial cold autoinflammatory syndrome,DOID:0090061,Síndrome autoinflamatorio familiar por frío
1,DOID:0090062,familial cold autoinflammatory syndrome 1,DOID:0090062,Síndrome autoinflamatorio familiar por frío 1
1,DOID:0090063,familial cold autoinflammatory syndrome 2,DOID:0090063,Síndrome autoinflamatorio familiar por frío 2
1,DOID:0090064,familial cold autoinflammatory syndrome 3,DOID:0090064,síndrome autoinflamatorio familiar por frío 3
1,DOID:0090065,familial cold autoinflammatory syndrome 4,DOID:0090065,síndrome autoinflamatorio familiar por frío 4
1,DOID:0090066,Fanconi-like syndrome,DOID:0090066,Síndrome de Fanconi-like
1,DOID:0090067,Fuhrmann syndrome,DOID:0090067,Síndrome de Fuhrmann
1,DOID:0090068,giant axonal neuropathy 1,DOID:0090068,neuropatía axonal gigante 1
1,DOID:0090069,giant axonal neuropathy 2,DOID:0090069,neuropatía axonal gigante 2
1,DOID:0090070,hypogonadotropic hypogonadism,DOID:0090070,Hipogonadismo hipogonadotrópico
1,DOID:0090071,hypogonadotropic hypogonadism 11 with or without anosmia,DOID:0090071,hipogonadismo hipogonadotrópico 11 con o sin anosmia
1,DOID:0090072,hypogonadotropic hypogonadism 12 with or without anosmia,DOID:0090072,hipogonadismo hipogonadotrópico 12 con o sin anosmia
1,DOID:0090073,hypogonadotropic hypogonadism 13 with or without anosmia,DOID:0090073,Hipogonadismo hipogonadotrópico 13 con o sin anosmia
1,DOID:0090074,hypogonadotropic hypogonadism 8 with or without anosmia,DOID:0090074,hipogonadismo hipogonadotrópico 8 con o sin anosmia
1,DOID:0090075,hypogonadotropic hypogonadism 15 with or without anosmia,DOID:0090075,hipogonadismo hipogonadotrópico 15 con o sin anosmia
1,DOID:0090076,hypogonadotropic hypogonadism 18 with or without anosmia,DOID:0090076,hipogonadismo hipogonadotrópico 18 con o sin anosmia
1,DOID:0090077,hypogonadotropic hypogonadism 4 with or without anosmia,DOID:0090077,hipogonadismo hipogonadotrópico 4 con o sin anosmia
1,DOID:0090078,hypogonadotropic hypogonadism 7 with or without anosmia,DOID:0090078,hipogonadismo hipogonadotrópico 7 con o sin anosmia
1,DOID:0090079,hypogonadotropic hypogonadism 17 with or without anosmia,DOID:0090079,hipogonadismo hipogonadotrópico 17 con o sin anosmia
1,DOID:0090080,hypogonadotropic hypogonadism 16 with or without anosmia,DOID:0090080,hipogonadismo hipogonadotrópico 16 con o sin anosmia
1,DOID:0090081,hypogonadotropic hypogonadism 22 with or without anosmia,DOID:0090081,Hipogonadismo hipogonadotrópico 22 con o sin anosmia
1,DOID:0090082,hypogonadotropic hypogonadism 20 with or without anosmia,DOID:0090082,hipogonadismo hipogonadotrópico 20 con o sin anosmia
1,DOID:0090083,hypogonadotropic hypogonadism 2 with or without anosmia,DOID:0090083,hipogonadismo hipogonadotrópico 2 con o sin anosmia
1,DOID:0090084,hypogonadotropic hypogonadism 5 with or without anosmia,DOID:0090084,Hipogonadismo hipogonadotrópico 5 con o sin anosmia
1,DOID:0090085,hypogonadotropic hypogonadism 9 with or without anosmia,DOID:0090085,hipogonadismo hipogonadotrópico 9 con o sin anosmia
1,DOID:0090086,hypogonadotropic hypogonadism 6 with or without anosmia,DOID:0090086,hipogonadismo hipogonadotrópico 6 con o sin anosmia
1,DOID:0090087,hypogonadotropic hypogonadism 14 with or without anosmia,DOID:0090087,Hipogonadismo hipogonadotrópico 14 con o sin anosmia
1,DOID:0090088,hypogonadotropic hypogonadism 24 without anosmia,DOID:0090088,hipogonadismo hipogonadotrópico 24 sin anosmia
1,DOID:0090089,hypogonadotropic hypogonadism 10 with or without anosmia,DOID:0090089,hipogonadismo hipogonadotrópico 10 con o sin anosmia
1,DOID:0090090,hypogonadotropic hypogonadism 19 with or without anosmia,DOID:0090090,hipogonadismo hipogonadotrópico 19 con o sin anosmia
1,DOID:0090091,hypogonadotropic hypogonadism 23 with or without anosmia,DOID:0090091,Hipogonadismo hipogonadotrópico 23 con o sin anosmia
1,DOID:0090092,hypogonadotropic hypogonadism 3 with or without anosmia,DOID:0090092,hipogonadismo hipogonadotrópico 3 con o sin anosmia
1,DOID:0090093,hypogonadotropic hypogonadism 21 with or without anosmia,DOID:0090093,hipogonadismo hipogonadotrópico 21 con o sin anosmia
1,DOID:0090094,hypogonadotropic hypogonadism 1 with or without anosmia,DOID:0090094,hipogonadismo hipogonadotrópico 1 con o sin anosmia
1,DOID:0090100,ocular albinism with sensorineural deafness,DOID:0090100,albinismo ocular con sordera neurosensorial
1,DOID:0090102,autosomal dominant macrothrombocytopenia TUBB1-related,DOID:0090102,Macrotrombocitopenia autosómica dominante relacionada con TUBB1
1,DOID:0090103,Huntington's disease-like 1,DOID:0090103,"Enfermedad de Huntington similar a 1""Enfermedad priónica que se caracteriza por una fenocopia de la enfermedad de Huntington (movimientos coreaticos no deseados"
1,DOID:0090104,Huntington's disease-like 2,DOID:0090104,enfermedad similar a Huntington 2
1,DOID:0090105,autosomal recessive hypercholesterolemia,DOID:0090105,Hipercolesterolemia autosómica recesiva
1,DOID:0090106,BH4-deficient hyperphenylalaninemia A,DOID:0090106,Hiperfenilalaninemia por deficiencia de BH4 A
1,DOID:0090107,autosomal dominant hypocalcemia 1,DOID:0090107,Hipocalcemia autosómica dominante 1
1,DOID:0090108,autosomal dominant hypocalcemia 2,DOID:0090108,Hipocalcemia autosómica dominante 2
1,DOID:0090109,autosomal dominant hypocalcemia,DOID:0090109,hipocalcemia autosómica dominante
1,DOID:0090110,immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,DOID:0090110,síndrome de desregulación inmunitaria-polielendocrinopatía-enteropatía ligada al X
1,DOID:0090111,PCWH syndrome,DOID:0090111,Síndrome PCWH
NA,DOID:0090112,Nasu-Hakola disease,DOID:0090112,NA
NA,DOID:0090113,RIDDLE syndrome,DOID:0090113,NA
NA,DOID:0090114,Sorsby's fundus dystrophy,DOID:0090114,NA
NA,DOID:0090115,spinocerebellar ataxia with axonal neuropathy 1,DOID:0090115,NA
NA,DOID:0090116,spondylocarpotarsal synostosis syndrome,DOID:0090116,NA
2,DOID:0090117,thiamine-responsive megaloblastic anemia syndrome,DOID:0090117,Síndrome de anemia megaloblástica sensible a la tiamina
2,DOID:0090119,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,DOID:0090119,síndrome de anquiloblefaron-defectos ectodérmicos-labio hendido/paladar hendido
2,DOID:0090120,hereditary neutrophilia,DOID:0090120,neutrofilia hereditaria
2,DOID:0090122,aromatase excess syndrome,DOID:0090122,Síndrome de exceso de aromatasa
2,DOID:0090123,aromatic L-amino acid decarboxylase deficiency,DOID:0090123,Deficiencia de L-aminoácido descarboxilasa aromática
2,DOID:0090125,brain small vessel disease 1,DOID:0090125,enfermedad de los vasos sanguíneos cerebrales pequeños 1
2,DOID:0090126,branched-chain keto acid dehydrogenase kinase deficiency,DOID:0090126,deficiencia de cetoácido deshidrogenasa cinasa de cadena ramificada
2,DOID:0090127,camptodactyly-arthropathy-coxa vara-pericarditis syndrome,DOID:0090127,síndrome de camptodactilia-artropatía-coxa vara-pericarditis
2,DOID:0090128,Carvajal syndrome,DOID:0090128,Síndrome de Carvajal
2,DOID:0090129,carnitine palmitoyltransferase I deficiency,DOID:0090129,deficiencia de carnitina palmitoiltransferasa I
2,DOID:0090130,cortical dysplasia-focal epilepsy syndrome,DOID:0090130,síndrome de displasia cortical-epilepsia focal
2,DOID:0090131,complex cortical dysplasia with other brain malformations,DOID:0090131,displasia cortical compleja con otras malformaciones cerebrales
2,DOID:0090132,complex cortical dysplasia with other brain malformations 7,DOID:0090132,Displasia cortical compleja con otras malformaciones cerebrales 7
2,DOID:0090133,complex cortical dysplasia with other brain malformations 2,DOID:0090133,Displasia cortical compleja con otras malformaciones cerebrales 2
2,DOID:0090134,complex cortical dysplasia with other brain malformations 3,DOID:0090134,Displasia cortical compleja con otras malformaciones cerebrales 3
2,DOID:0090135,complex cortical dysplasia with other brain malformations 5,DOID:0090135,displasia cortical compleja con otras malformaciones cerebrales 5
2,DOID:0090136,complex cortical dysplasia with other brain malformations 6,DOID:0090136,Displasia cortical compleja con otras malformaciones cerebrales 6
2,DOID:0090137,complex cortical dysplasia with other brain malformations 1,DOID:0090137,displasia cortical compleja con otras malformaciones cerebrales 1
2,DOID:0090138,complex cortical dysplasia with other brain malformations 4,DOID:0090138,displasia cortical compleja con otras malformaciones cerebrales 4
2,DOID:0090139,cortisone reductase deficiency,DOID:0090139,Deficiencia de cortisona reductasa
2,DOID:0090140,cortisone reductase deficiency 2,DOID:0090140,deficiencia de cortisona reductasa 2
2,DOID:0090141,cortisone reductase deficiency 1,DOID:0090141,Deficiencia de cortisona reductasa 1
NA,DOID:0090142,cystathioninuria,DOID:0090142,NA
NA,DOID:0090143,brachyolmia-amelogenesis imperfecta syndrome,DOID:0090143,NA
NA,DOID:0090144,Donnai-Barrow syndrome,DOID:0090144,NA
NA,DOID:0090145,dopamine beta-hydroxylase deficiency,DOID:0090145,NA
2,DOID:0110000,3-methylglutaconic aciduria type 5,DOID:0110000,Aciduria 3-metilglutacónica tipo 5
2,DOID:0110001,"3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome",DOID:0110001,"Aciduria 3-metilglutacónica con sordera, encefalopatía y síndrome de Leigh-like"
2,DOID:0110002,3-methylglutaconic aciduria type 1,DOID:0110002,Aciduria 3-metilglutacónica tipo 1
1,DOID:0110003,"3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia",DOID:0110003,"Aciduria 3-metilglutacónica con cataratas, afectación neurológica y neutropenia"
2,DOID:0110004,3-methylglutaconic aciduria type 3,DOID:0110004,Aciduria 3-metilglutacónica tipo 3
2,DOID:0110006,3-methylglutaconic aciduria type 4,DOID:0110006,Aciduria 3-metilglutacónica tipo 4
2,DOID:0110007,achromatopsia 2,DOID:0110007,acromatopsia 2
2,DOID:0110008,achromatopsia 3,DOID:0110008,acromatopsia 3
2,DOID:0110009,achromatopsia 7,DOID:0110009,acromatopsia 7
2,DOID:0110010,achromatopsia 4,DOID:0110010,acromatopsia 4
2,DOID:0110011,advanced sleep phase syndrome 1,DOID:0110011,Síndrome de fase de sueño avanzada 1
2,DOID:0110012,advanced sleep phase syndrome 2,DOID:0110012,Síndrome de fase de sueño avanzada 2
2,DOID:0110013,advanced sleep phase syndrome 3,DOID:0110013,Síndrome de fase de sueño avanzada 3
2,DOID:0110014,age related macular degeneration 1,DOID:0110014,degeneración macular relacionada con la edad 1
2,DOID:0110015,age related macular degeneration 2,DOID:0110015,degeneración macular asociada a la edad 2
2,DOID:0110017,age related macular degeneration 4,DOID:0110017,degeneración macular relacionada con la edad 4
2,DOID:0110018,age related macular degeneration 6,DOID:0110018,Degeneración macular relacionada con la edad 6
2,DOID:0110019,age related macular degeneration 7,DOID:0110019,degeneración macular relacionada con la edad 7
2,DOID:0110020,age related macular degeneration 8,DOID:0110020,Degeneración macular relacionada con la edad 8
2,DOID:0110021,age related macular degeneration 9,DOID:0110021,degeneración macular relacionada con la edad 9
2,DOID:0110022,age related macular degeneration 10,DOID:0110022,degeneración macular relacionada con la edad 10
2,DOID:0110023,age related macular degeneration 11,DOID:0110023,degeneración macular relacionada con la edad 11
2,DOID:0110024,age related macular degeneration 12,DOID:0110024,degeneración macular relacionada con la edad 12
2,DOID:0110025,age related macular degeneration 13,DOID:0110025,degeneración macular relacionada con la edad 13
2,DOID:0110026,age related macular degeneration 14,DOID:0110026,degeneración macular relacionada con la edad 14
2,DOID:0110027,age related macular degeneration 15,DOID:0110027,Degeneración macular relacionada con la edad 15
2,DOID:0110028,age related macular degeneration 5,DOID:0110028,Degeneración macular asociada a la edad 5
2,DOID:0110029,alpha thalassemia-intellectual disability syndrome type 1,DOID:0110029,Síndrome de alfa talasemia-discapacidad intelectual tipo 1
2,DOID:0110030,alpha thalassemia-X-linked intellectual disability syndrome,DOID:0110030,Síndrome de discapacidad intelectual ligada a la alfa talasemia-X
2,DOID:0110031,hemoglobin H disease,DOID:0110031,Enfermedad de la hemoglobina H
2,DOID:0110032,autosomal dominant Alport syndrome,DOID:0110032,Síndrome de Alport autosómico dominante
2,DOID:0110033,autosomal recessive Alport syndrome,DOID:0110033,Síndrome de Alport autosómico recesivo
2,DOID:0110034,X-linked Alport syndrome,DOID:0110034,Síndrome de Alport ligado al cromosoma X
2,DOID:0110035,Alzheimer's disease 2,DOID:0110035,Enfermedad de Alzheimer 2
2,DOID:0110036,Alzheimer's disease 16,DOID:0110036,Enfermedad de Alzheimer 16
2,DOID:0110037,Alzheimer's disease 5,DOID:0110037,Enfermedad de Alzheimer 5
2,DOID:0110038,Alzheimer's disease 6,DOID:0110038,Enfermedad de Alzheimer 6
2,DOID:0110039,Alzheimer's disease 7,DOID:0110039,Enfermedad de Alzheimer 7
2,DOID:0110040,Alzheimer's disease 4,DOID:0110040,Enfermedad de Alzheimer 4
2,DOID:0110041,Alzheimer's disease 8,DOID:0110041,Enfermedad de Alzheimer 8
2,DOID:0110042,Alzheimer's disease 3,DOID:0110042,Enfermedad de Alzheimer 3
2,DOID:0110043,Alzheimer's disease 10,DOID:0110043,Enfermedad de Alzheimer 10
2,DOID:0110044,Alzheimer's disease 11,DOID:0110044,Enfermedad de Alzheimer 11
2,DOID:0110045,Alzheimer's disease 12,DOID:0110045,Enfermedad de Alzheimer 12
2,DOID:0110046,Alzheimer's disease 13,DOID:0110046,Enfermedad de Alzheimer 13
2,DOID:0110047,Alzheimer's disease 14,DOID:0110047,Enfermedad de Alzheimer 14
2,DOID:0110048,Alzheimer's disease 15,DOID:0110048,Enfermedad de Alzheimer 15
2,DOID:0110049,Alzheimer's disease 17,DOID:0110049,Enfermedad de Alzheimer 17
2,DOID:0110050,Alzheimer's disease 18,DOID:0110050,Enfermedad de Alzheimer 18
2,DOID:0110051,Alzheimer's disease 19,DOID:0110051,Enfermedad de Alzheimer 19
2,DOID:0110052,amelogenesis imperfecta type 1B,DOID:0110052,Amelogénesis imperfecta tipo 1B
2,DOID:0110053,amelogenesis imperfecta type 4,DOID:0110053,amelogénesis imperfecta tipo 4
2,DOID:0110054,amelogenesis imperfecta type 1A,DOID:0110054,Amelogénesis imperfecta tipo 1A
2,DOID:0110055,amelogenesis imperfecta type 3A,DOID:0110055,amelogénesis imperfecta tipo 3A
2,DOID:0110056,amelogenesis imperfecta type 1C,DOID:0110056,amelogénesis imperfecta tipo 1C
2,DOID:0110057,amelogenesis imperfecta type 2A1,DOID:0110057,Amelogénesis imperfecta tipo 2A1
2,DOID:0110058,amelogenesis imperfecta type 1E,DOID:0110058,amelogénesis imperfecta tipo 1E
2,DOID:0110059,X-linked amelogenesis imperfecta hypoplastic/hypomaturation 2,DOID:0110059,Amelogénesis imperfecta hipoplásica/hipomaduración 2 ligada al cromosoma X
2,DOID:0110060,amelogenesis imperfecta hypomaturation type 2A2,DOID:0110060,Amelogénesis imperfecta hipomadura tipo 2A2
2,DOID:0110061,amelogenesis imperfecta hypomaturation type 2A3,DOID:0110061,amelogénesis imperfecta hipomaduración tipo 2A3
2,DOID:0110062,amelogenesis imperfecta hypomaturation type 2A4,DOID:0110062,amelogénesis imperfecta hipomaturación tipo 2A4
2,DOID:0110063,amelogenesis imperfecta hypomaturation type 2A5,DOID:0110063,Amelogénesis imperfecta hipomaturación tipo 2A5
2,DOID:0110064,amelogenesis imperfecta type 1H,DOID:0110064,Amelogénesis imperfecta tipo 1H
2,DOID:0110065,amelogenesis imperfecta type 1F,DOID:0110065,amelogénesis imperfecta tipo 1F
2,DOID:0110066,amelogenesis imperfecta type 1G,DOID:0110066,amelogénesis imperfecta tipo 1G
2,DOID:0110067,juvenile amyotrophic lateral sclerosis with dementia,DOID:0110067,Esclerosis lateral amiotrófica juvenil con demencia
2,DOID:0110068,frontotemporal dementia and/or amyotrophic lateral sclerosis-3,DOID:0110068,Demencia frontotemporal y/o esclerosis lateral amiotrófica-3
