class,synonym,clase,sinónimo
DOID:0060819,"X-linked mental retardation with seizures, hypogammaglobinemia, and gait disturbance",DOID:0060819,"retraso mental ligado al X con convulsiones, hipogammaglobulinemia y alteración de la marcha"
DOID:0060819,"mental retardation, X-linked, syndromic, Chudley-Schwartz type",DOID:0060819,retraso mental sindrómico ligado al X tipo Chudley-Schwartz
DOID:0060820,X-linked intellectual disability-nail dystrophy-seizures syndrome,DOID:0060820,síndrome de discapacidad intelectual ligada al X-distrofia ungueal-convulsiones
DOID:0060820,"mental retardation, X-linked syndromic, Nascimento-type",DOID:0060820,retraso mental sindrómico ligado al X tipo Nascimento
DOID:0060821,"mental retardation, X-linked, syndromic 14",DOID:0060821,retraso mental sindrómico ligado al X tipo 14
DOID:0060822,Cabezas syndrome; syndromic X-linked mental retardation 15,DOID:0060822,síndrome de Cabezas; retraso mental sindrómico ligado al X tipo 15
DOID:0060822,MRSS,DOID:0060822,MRSS
DOID:0060822,MRXS15,DOID:0060822,RMSX15
DOID:0060822,MRXSC,DOID:0060822,RMSXC
DOID:0060822,X-linked mental retardation with short stature,DOID:0060822,retraso mental ligado al X con talla baja
DOID:0060822,"X-linked mental retardation with short stature, hypogonadism, and abnormal gait",DOID:0060822,"retraso mental ligado al X con talla baja, hipogonadismo y marcha anormal"
DOID:0060822,"mental retardation, X-linked, syndromic 15",DOID:0060822,retraso mental sindrómico ligado al X tipo 15
DOID:0060822,"mental retardation, X-linked, syndromic 15 (Cabezas type)",DOID:0060822,retraso mental sindrómico ligado al X tipo 15 (tipo Cabezas)
DOID:0060823,MRX94,DOID:0060823,RMX94
DOID:0060823,MRXS29,DOID:0060823,RMSX29
DOID:0060823,"mental retardation, X-linked 94",DOID:0060823,retraso mental ligado al X tipo 94
DOID:0060823,syndromic X-linked intellectual disability due to GRIA3 anomalies,DOID:0060823,discapacidad intelectual sindrómica ligada al X por anomalías de GRIA3
DOID:0060823,syndromic X-linked mental retardation 29,DOID:0060823,retraso mental sindrómico ligado al X tipo 29
DOID:0060823,syndromic X-linked mental retardation Wu type,DOID:0060823,retraso mental sindrómico ligado al X tipo Wu
DOID:0060824,MRXSR,DOID:0060824,RMSXR
DOID:0060824,X-linked syndromic intellectual developmental disorder Raymond type,DOID:0060824,trastorno sindrómico del desarrollo intelectual ligado al X tipo Raymond
DOID:0060824,"mental retardation, X-linked syndromic, Raymond type",DOID:0060824,retraso mental sindrómico ligado al X tipo Raymond
DOID:0060825,MRXSCH,DOID:0060825,RMSXCH
DOID:0060825,X-linked Angelman-like syndrome,DOID:0060825,síndrome ligado al X tipo Angelman
DOID:0060825,"X-linked intellectual disability, South African type",DOID:0060825,discapacidad intelectual ligada al X de tipo sudafricano
DOID:0060825,X-linked intellectual disability-craniofacial dysmorphism-epilepsy-ophthalmoplegia-cerebellar atrophy syndrome,DOID:0060825,síndrome de discapacidad intelectual ligada al X-dismorfismo craneofacial-epilepsia-oftalmoplejia-atrofia cerebelosa
DOID:0060825,"mental retardation, X-linked syndromic, Christianson type",DOID:0060825,retraso mental sindrómico ligado al X tipo Christianson
DOID:0060825,"mental retardation, microcephaly, epilepsy, and ataxia syndrome",DOID:0060825,"síndrome de retraso mental, microcefalia, epilepsia y ataxia"
DOID:0060826,MRXS11,DOID:0060826,RMSX11
DOID:0060826,SMRXS,DOID:0060826,RMSXS
DOID:0060826,Shashi X-linked mental retardation syndrome,DOID:0060826,síndrome de retraso mental ligado al X de Shashi
DOID:0060826,X-linked mental retardation Shashi type,DOID:0060826,retraso mental ligado al X tipo Shashi
DOID:0060826,"mental retardation, X-linked, syndromic 11, Shashi type",DOID:0060826,retraso mental sindrómico ligado al X 11 tipo Shashi
DOID:0060826,syndromic X-linked intellectual disability type 11,DOID:0060826,discapacidad intelectual sindrómica ligada al X tipo 11
DOID:0060827,Lindsay-Burn syndrome,DOID:0060827,síndrome de Lindsay-Burn
DOID:0060827,MRXS13,DOID:0060827,RMSX13
DOID:0060827,PPM-X,DOID:0060827,PPM-X
DOID:0060827,X-linked mental retardation 79,DOID:0060827,retraso mental ligado al X tipo 79
DOID:0060827,X-linked mental retardation with spasticity,DOID:0060827,retraso mental ligado al X con espasticidad
DOID:0060827,"mental retardation with psychosis, pyramidal signs, and macroorchidism",DOID:0060827,"retraso mental con psicosis, signos piramidales y macroorquidismo"
DOID:0060827,"mental retardation, X-linked, syndromic 13",DOID:0060827,retraso mental sindrómico ligado al X tipo 13
DOID:0060828,MRXS32,DOID:0060828,RMSX32
DOID:0060828,"mental retardation, X-linked, syndromic 32",DOID:0060828,retraso mental sindrómico ligado al X tipo 32
DOID:0060830,Martin-Probst syndrome,DOID:0060830,síndrome de Martin-Probst
DOID:0060830,"mental retardation, X-linked, syndromic, Martin-Probst type",DOID:0060830,retraso mental sindrómico ligado al X tipo Martin-Probst
DOID:0060831,Chediak-Higashi-like syndrome,DOID:0060831,síndrome de Chediak-Higashi
DOID:0060831,Griscelli-Prunieras syndrome,DOID:0060831,síndrome de Griscelli-Prunieras
DOID:0060831,partial albinism-immunodeficiency syndrome,DOID:0060831,síndrome de albinismo parcial-inmunodeficiencia
DOID:0060832,GS1,DOID:0060832,SG1
DOID:0060832,Griscelli syndrome with neurological impairment,DOID:0060832,síndrome de Griscelli con deterioro neurológico
DOID:0060832,"Griscelli syndrome, cutaneous and neurological type",DOID:0060832,síndrome de Griscelli de tipo cutáneo y neurológico
DOID:0060832,Griscelli-Prunieras syndrome type 1,DOID:0060832,síndrome de Griscelli-Prunieras tipo 1
DOID:0060832,hypopigmentation-neurologic impairment syndrome,DOID:0060832,síndrome de hipopigmentación-deterioro neurológico
DOID:0060833,GS2,DOID:0060833,SG2
DOID:0060833,Griscelli syndrome with hemophagocytic syndrome,DOID:0060833,síndrome de Griscelli con síndrome hemofagocítico
DOID:0060833,Griscelli-Prunieras syndrome type 2,DOID:0060833,síndrome de Griscelli-Prunieras tipo 2
DOID:0060833,PAID syndrome,DOID:0060833,síndrome PAID
DOID:0060833,hypopigmentation-immunodeficiency with or without neurologic impairment syndrome,DOID:0060833,síndrome de hipopigmentación-inmunodeficiencia con o sin deterioro neurológico
DOID:0060833,partial albinism and immunodeficiency syndrome,DOID:0060833,síndrome de albinismo parcial e inmunodeficiencia
DOID:0060834,GS3,DOID:0060834,SG3
DOID:0060834,Griscelli-Prunieras syndrome type 3,DOID:0060834,síndrome de Griscelli-Prunieras tipo 3
DOID:0060835,MCOP6,DOID:0060835,MCOP6
DOID:0060835,posterior nonsyndromic microphthalmia,DOID:0060835,microftalmia posterior no sindrómica
DOID:0060836,MCOP4,DOID:0060836,MCOP4
DOID:0060837,MCOP5,DOID:0060837,MCOP5
DOID:0060837,microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome,DOID:0060837,síndrome de microftalmia-retinitis pigmentosa-foveosquisis-drusas del disco óptico
DOID:0060837,"posterior microphthalmia with retinitis pigmentosa, foveoschisis and optic disc drusen",DOID:0060837,"microftalmia posterior con retinitis pigmentosa, foveosquisis y drusas del disco óptico"
DOID:0060838,MCOP7,DOID:0060838,MCOP7
DOID:0060839,MCOP2,DOID:0060839,MCOP2
DOID:0060840,MCOP1,DOID:0060840,MCOP1
DOID:0060841,MCOP8,DOID:0060841,MCOP8
DOID:0060842,MCOP3,DOID:0060842,MCOP3
DOID:0060843,HNPP,DOID:0060843,NHPP
DOID:0060843,current pressure-sensitive neuropathy,DOID:0060843,neuropatía recurrente sensible a presión
DOID:0060843,familial recurrent polyneuropathy,DOID:0060843,polineuropatía familiar recurrente
DOID:0060843,heterozygous microdeletion 17p11.2p12,DOID:0060843,microdeleción heterocigota 17p11.2p12
DOID:0060843,potato-grubbing palsy,DOID:0060843,parálisis de la cosecha de papas
DOID:0060843,tomaculous neuropathy,DOID:0060843,neuropatía tomacular
DOID:0060843,tulip-bulb digger's palsy,DOID:0060843,parálisis del recolector de bulbos de tulipán
DOID:0060844,Episkopi blindness,DOID:0060844,ceguera de Episkopi
DOID:0060844,Norrie-Warburg disease,DOID:0060844,enfermedad de Norrie-Warburg
DOID:0060844,atrophia bulborum hereditaria,DOID:0060844,atrofia bulborum hereditaria
DOID:0060848,DEE9,DOID:0060848,EED9
DOID:0060848,EFMR,DOID:0060848,EFMR
DOID:0060848,EIEE9,DOID:0060848,EEIT9
DOID:0060848,Juberg Hellman syndrome,DOID:0060848,síndrome de Juberg y Hellman
DOID:0060848,early infantile epileptic encephalopathy 9,DOID:0060848,encefalopatía epiléptica infantil temprana 9
DOID:0060848,early infantile female-limited epilecptic encephalopathy,DOID:0060848,encefalopatía epiléptica infantil temprana limitada a mujeres
DOID:0060848,female restricted epilepsy with mental retardation,DOID:0060848,epilepsia limitada a mujeres con retraso mental
DOID:0060849,OPPG,DOID:0060849,OPPG
DOID:0060849,ocular form of osteogenesis imperfecta,DOID:0060849,forma ocular de la osteogénesis imperfecta
DOID:0060851,familial pemphigus vulgaris,DOID:0060851,pénfigo vulgar familiar
DOID:0060852,microcoria-congenital nephrosis syndrome,DOID:0060852,síndrome nefrótico congénito con microcoria
DOID:0060853,17p11.2 microduplication syndrome,DOID:0060853,síndrome de microduplicación 17p11.2
DOID:0060853,chromosome 17p11.2 duplication syndrome,DOID:0060853,síndrome de duplicación cromosómica 17p11.2
DOID:0060853,trisomy 17p11.2,DOID:0060853,trisomía 17p11.2
DOID:0060854,PHA1B,DOID:0060854,PHA1B
DOID:0060854,autosomal recessive PHA 1,DOID:0060854,PHA autosómico recesivo 1
DOID:0060855,PHA1A,DOID:0060855,PHA1A
DOID:0060855,autosomal dominant PHA 1,DOID:0060855,PHA autosómico dominante 1
DOID:0060857,De Morsier syndrome,DOID:0060857,síndrome de Morsier
DOID:0060857,SOD,DOID:0060857,DSO
DOID:0060857,septo-optic dysplasia,DOID:0060857,displasia septo-óptica
DOID:0060858,cystinuria with mitochondrial disease,DOID:0060858,cistinuria con enfermedad mitocondrial
DOID:0060859,Salmonella infection,DOID:0060859,infección por Salmonella
DOID:0060861,MLA,DOID:0060861,MLA
DOID:0060861,OAS,DOID:0060861,OAS
DOID:0060861,Waardenburg anophthalmia syndrome,DOID:0060861,síndrome de anoftalmia de Waardenburg
DOID:0060861,anophthalmia-syndactyly syndrome,DOID:0060861,síndrome de anoftalmia-sindactilia
DOID:0060861,ophthalmoacromelic syndrome,DOID:0060861,síndrome oftalmo-acromélico
DOID:0060862,Meleda disease,DOID:0060862,enfermedad de Meleda
DOID:0060862,keratosis palmoplantaris transgrediens of Siemens,DOID:0060862,queratosis palmoplantaris transgrediens de Siemens
DOID:0060862,transgrediens palmoplantar keratoderma of Siemens,DOID:0060862,queratodermia palmoplantar transgrediens de Siemens
DOID:0060863,patterned dystrophy of retinal pigment epithelium,DOID:0060863,distrofia en patrón del epitelio pigmentario de la retina
DOID:0060864,MDPT2,DOID:0060864,MDPT2
DOID:0060864,butterfly-shaped pigmentary maculary dystrophy 2,DOID:0060864,distrofia macular pigmentaria en alas de mariposa tipo 2
DOID:0060865,MDPT3,DOID:0060865,MDPT3
DOID:0060865,Martinique crinkled retinal pigment epitheliopathy,DOID:0060865,epiteliopatía pigmentaria retiniana arrugada de Martinica
DOID:0060866,MDPT1,DOID:0060866,MDPT1
DOID:0060866,butterfly-shaped pigmentary maculary dystrophy 1,DOID:0060866,distrofia macular pigmentaria en alas de mariposa tipo 1
DOID:0060867,macrocephaly-intellectual disability-autism syndrome,DOID:0060867,síndrome de macrocefalia-discapacidad intelectual-autismo
DOID:0060868,CACH,DOID:0060868,CACH
DOID:0060868,CACH/VWM,DOID:0060868,CACH/VWM
DOID:0060868,childhood ataxia with central nervous system hypomyelination,DOID:0060868,ataxia infantil con hipomielinización del sistema nervioso central
DOID:0060868,vanishing white matter leukodystrophy,DOID:0060868,leucodistrofia con sustancia blanca evanescente
DOID:0060868,ovarioleukodystrophy,DOID:0060868,ovario-leucodistrofia
DOID:0060869,LORD,DOID:0060869,DRIT
DOID:0060869,autosomal dominant late-onset retinal degeneration,DOID:0060869,degeneración retiniana de inicio tardío autosómica dominante
DOID:0060870,IGHD,DOID:0060870,DAHC
DOID:0060870,congenital IGHD,DOID:0060870,DAHC congénita
DOID:0060870,congenital isolated GH deficiency,DOID:0060870,deficiencia congénita aislada de HC
DOID:0060870,congenital isolated growth hormone deficiency,DOID:0060870,deficiencia congénita aislada de la hormona de crecimiento
DOID:0060870,familial isolated growth hormone deficiency,DOID:0060870,deficiencia familiar aislada de la hormona de crecimiento
DOID:0060870,non-acquired isolated growth hormone deficiency,DOID:0060870,deficiencia aislada no adquirida de la hormona de crecimiento
DOID:9406,Pituitary insufficiency,DOID:9406,insuficiencia hipofisaria
DOID:9406,pituitary hormone deficiency,DOID:9406,deficiencia hormonal hipofisaria
DOID:9406,Pituitary hypofunction,DOID:9406,hipofunción hipofisaria
DOID:0060871,autosomal dominant KID syndrome,DOID:0060871,síndrome QIS autosómico dominante
DOID:0060872,IGHD II,DOID:0060872,DAHC II
DOID:0060872,autosomal dominant isolated growth hormone deficiency,DOID:0060872,deficiencia aislada de la hormona del crecimiento autosómica dominante
DOID:0060872,autosomal dominant pituitary dwarfism due to isolated growth hormone deficiency,DOID:0060872,enanismo hipofisario por deficiencia aislada de la hormona del crecimiento autosómica dominante
DOID:0060872,congenital IGHD type II,DOID:0060872,DAHC congénita tipo II
DOID:0060872,congenital isolated GH deficiency type II,DOID:0060872,deficiencia aislada de HC congénita tipo II
DOID:0060872,congenital isolated growth hormone deficiency type II,DOID:0060872,deficiencia aislada de la hormona de crecimiento congénita tipo II
DOID:0060873,IGHD IA,DOID:0060873,IGHD IA
DOID:0060873,Illig-type growth hormone deficiency,DOID:0060873,deficiencia de la hormona de crecimiento tipo Illig
DOID:0060873,autosomal recessive isolated growth hormone deficiency,DOID:0060873,autosómica recesiva aislada deficiencia de la hormona del crecimiento
DOID:0060873,pituitary dwarfism I,DOID:0060873,Enanismo pituitario I
DOID:0060873,primordial dwarfism,DOID:0060873,enanismo primordial
DOID:0060873,sexual ateleiotic dwarfism,DOID:0060873,enanismo ateleiótico sexual
DOID:0060874,IGHD IB,DOID:0060874,IGHD IB
DOID:0060874,congenital IGHD type IB,DOID:0060874,DAHC congénita tipo IB
DOID:0060874,congenital isolated GH deficiency type IB,DOID:0060874,deficiencia aislada de HC congénita tipo IB
DOID:0060874,congenital isolated growth hormone deficiency type IB,DOID:0060874,Deficiencia congénita aislada de la hormona del crecimiento tipo IB
DOID:0060874,dwarfism of Sindh,DOID:0060874,Enanismo de Sindh
DOID:0060875,Fleisher syndrome,DOID:0060875,Síndrome de Fleisher
DOID:0060875,IGHD III,DOID:0060875,IGHD III
DOID:0060875,X-linked IGHD,DOID:0060875,IGHD ligado a X
DOID:0060875,X-linked agammaglobulinemia and isolated growth hormone deficiency,DOID:0060875,Agammaglobulinemia ligada al cromosoma X y deficiencia aislada de la hormona del crecimiento
DOID:0060875,X-linked hypogammaglobulinemia and isolated growth hormone deficiency,DOID:0060875,Hipogammaglobulinemia ligada al cromosoma X y deficiencia aislada de la hormona de crecimiento
DOID:0060875,X-linked isolated growth hormone deficiency,DOID:0060875,Deficiencia aislada ligada a X de la hormona del crecimiento
DOID:0060875,congenital IGHD type III,DOID:0060875,DAHC congénita tipo III
DOID:0060875,congenital isolated GH deficiency type III,DOID:0060875,deficiencia aislada de HC congénita tipo III
DOID:0060875,congenital isolated growth hormone deficiency type III,DOID:0060875,Deficiencia congénita aislada de la hormona de crecimiento tipo III
DOID:0060875,growth hormone deficiency with hypogammaglobulinemia,DOID:0060875,deficiencia de la hormona del crecimiento con hipogammaglobulinemia
DOID:0060877,bullous type ichthyosis,DOID:0060877,ictiosis de tipo bulloso
DOID:0060877,ichthyosis bullosa of Siemens,DOID:0060877,Ictiosis bullosa de Siemens
DOID:0060877,superficial epidermolytic ichthyosis,DOID:0060877,ictiosis epidermolítica superficial
DOID:0060878,Barakat syndrome,DOID:0060878,Síndrome de Barakat
DOID:0060878,HDR syndrome,DOID:0060878,síndrome HDR
DOID:0060878,"hypoparathyroidism, sensorineural deafness, and renal disease",DOID:0060878,"hipoparatiroidismo, sordera sensorineural y enfermedad renal"
DOID:0060879,HOMG,DOID:0060879,EL PROGRAMA HOMG
DOID:0060879,primary familial hypomagnesemia,DOID:0060879,hipomagnesemia familiar primaria
DOID:0060880,FHHNC without severe ocular involvement,DOID:0060880,FHHNC sin afectación ocular grave
DOID:0060880,HOMG3,DOID:0060880,HOMG3
DOID:0060880,familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement,DOID:0060880,hipomagnesemia primaria familiar con hipercalciuria y nefrocalcinosis sin afectación ocular grave
DOID:0060880,isolated renal hypomagnesemia,DOID:0060880,hipomagnesemia renal aislada
DOID:0060880,primary hypomagnesemia due to defect in renal tubular transport of magnesium,DOID:0060880,hipomagnesemia primaria por defecto en el transporte tubular renal de magnesio
DOID:0060880,renal hypomagnesemia type 3,DOID:0060880,hipomagnesemia renal tipo 3
DOID:0060881,FHHNC with severe ocular involvement,DOID:0060881,FHHNC con afectación ocular severa
DOID:0060881,Meier-Blumberg-Imahorn syndrome,DOID:0060881,Síndrome de Meier-Blumberg-Imahorn
DOID:0060881,bilateral macular coloboma with hypercalciuria,DOID:0060881,coloboma macular bilateral con hipercalciuria
DOID:0060881,"familial hypomagnesemia with hypercalciuria, nephrocalcinosis and severe ocular involvement",DOID:0060881,"hipomagnesemia familiar con hipercalciuria, nefrocalcinosis y afectación ocular grave"
DOID:0060881,hypercalciuria-bilateral macular coloboma syndrome,DOID:0060881,síndrome de hipercalciuria-coloboma macular bilateral
DOID:0060882,HOMG4,DOID:0060882,HOMG4
DOID:0060883,HOMG1,DOID:0060883,HOMG1
DOID:0060883,hypomagnesemia caused by selective magnesium malabsorption,DOID:0060883,hipomagnesemia causada por malabsorción selectiva de magnesio
DOID:0060883,hypomagnesemia intestinal type 1,DOID:0060883,hipomagnesemia intestinal tipo 1
DOID:0060883,hypomagnesemic tetany,DOID:0060883,tetania hipomagnesémica
DOID:0060883,intestinal hypomagnesemia with secondary hypocalcemia,DOID:0060883,hipomagnesemia intestinal con hipocalcemia secundaria
