set,clase,etiqueta,def
1,http://purl.obolibrary.org/obo/DOID_0060567,eritema elevatum diutinum,"Vasculitis caracterizada por pápulas (manchas elevadas) rojas, moradas, marrones o amarillas, placas o nódulos, que se encuentran en el dorso de las manos, en otras superficies extensoras que recubren las articulaciones y en las nalgas."
1,http://purl.obolibrary.org/obo/DOID_0060569,osteocondrodisplasia hipertricótica tipo Cantu,"Una osteocondrodisplasia que se caracteriza por hipertricosis congénita, macrosomía neonatal y cardiomegalia."
1,http://purl.obolibrary.org/obo/DOID_0060570,tuberculosis cardíaca,Una tuberculosis localizada en el corazón.
1,http://purl.obolibrary.org/obo/DOID_0060571,síndrome de Ritscher-Schinzel 1,Un síndrome de Ritscher-Schinzel que tiene_como_base una mutación homocigota en el gen KIAA0196 del cromosoma 8q24.
1,http://purl.obolibrary.org/obo/DOID_0060572,síndrome de Ritscher-Schinzel 2,Un síndrome de Ritscher-Schinzel que tiene_como_base una mutación en el gen CCDC22 en el cromosoma Xp11.
1,http://purl.obolibrary.org/obo/DOID_0060573,enfermedad de von Willebrand 1,Enfermedad de von Willebrand caracterizada por una deficiencia parcial cuantitativa del VWF circulante que tiene_como_base una mutación heterocigota en el gen VWF del cromosoma 12p13.
1,http://purl.obolibrary.org/obo/DOID_12531,enfermedad de von Willebrand,"Enfermedad de la coagulación sanguínea que es una anomalía hereditaria que ralentiza el proceso de coagulación de la sangre. Surge de una deficiencia cualitativa o cuantitativa del factor von Willebrand (FvW), una proteína multimérica necesaria para la adhesión de las plaquetas."
1,http://purl.obolibrary.org/obo/DOID_0060574,enfermedad de von Willebrand 2,Enfermedad de von Willebrand caracterizada por anomalías cualitativas pero no cuantitativas de la proteína VWF que tiene_como_base una mutación en el gen VWF que se mapea en el cromosoma 12p13.
1,http://purl.obolibrary.org/obo/DOID_0060575,síndrome 3MC 1,Un síndrome 3MC que tiene_como_base una herencia autosómica recesiva de mutación homocigota en el gen de la lectina serina peptidasa 1 de unión a manano (MASP1) en el cromosoma 3q27.
1,http://purl.obolibrary.org/obo/DOID_0060576,síndrome 3MC 2,Un síndrome 3MC que tiene_como_base la herencia autosómica recesiva de una mutación homocigota en el gen del miembro 11 de la subfamilia de la colectina (COLEC11) en el cromosoma 2p25.
1,http://purl.obolibrary.org/obo/DOID_0060577,síndrome 3MC 3,Un síndrome 3MC que tiene_como_base una mutación heterocigota compuesta en el gen COLEC10 del cromosoma 8q24.
1,http://purl.obolibrary.org/obo/DOID_0060578,síndrome de Noonan 1,Un síndrome de Noonan que tiene_como_base el gen PTPN11 del cromosoma 12q24.
1,http://purl.obolibrary.org/obo/DOID_3490,síndrome de Noonan,"Una RASopatía que se caracteriza por rasgos faciales ligeramente inusuales, baja estatura, defectos cardíacos, problemas hemorrágicos, malformaciones esqueléticas y muchos otros signos y síntomas."
1,http://purl.obolibrary.org/obo/DOID_0060580,síndrome de Noonan 2,Síndrome de Noonan caracterizado por una miocardiopatía hipertrófica obstructiva y que tiene_como_base una herencia autosómica recesiva.
1,http://purl.obolibrary.org/obo/DOID_0060581,síndrome de Noonan 3,Un síndrome de Noonan que tiene_como_base una mutación heterocigota en el gen KRAS.
1,http://purl.obolibrary.org/obo/DOID_0060582,síndrome de Noonan 4,Un síndrome de Noonan que tiene_como_base una mutación heterocigota en el gen SOS1 del cromosoma 2p22.
1,http://purl.obolibrary.org/obo/DOID_0060583,síndrome de Noonan 5,Un síndrome de Noonan que tiene_como_base una mutación en el gen RAF1.
1,http://purl.obolibrary.org/obo/DOID_0060584,síndrome de Noonan 6,Un síndrome de Noonan que tiene_como_base una mutación heterocigota en el gen NRAS en el cromosoma 1p13.
1,http://purl.obolibrary.org/obo/DOID_0060585,síndrome de Noonan 7,Un síndrome de Noonan que tiene_como_base una mutación heterocigota en el gen BRAF.
1,http://purl.obolibrary.org/obo/DOID_0060586,síndrome de Noonan 8,Síndrome de Noonan que tiene_como_base una mutación heterocigota en el gen RIT1 del cromosoma 1q22.
1,http://purl.obolibrary.org/obo/DOID_0060587,síndrome de Noonan 9,Un síndrome de Noonan que tiene_como_base una mutación heterocigota en el gen SOS2 del cromosoma 14q21.
1,http://purl.obolibrary.org/obo/DOID_0060588,síndrome de Noonan 10,Un síndrome de Noonan que tiene_como_base una mutación heterocigota en el gen LZTR1 del cromosoma 22q11.
1,http://purl.obolibrary.org/obo/DOID_0060589,síndrome de Yunis-Varon,"Síndrome caracterizado por defectos esqueléticos, incluyendo la displasia cleidocraneal y las anomalías digitales, y una grave afectación neurológica con pérdida neuronal. Las vacuolas citoplasmáticas agrandadas se encuentran en las neuronas, el músculo y el cartílago. Suele ser letal en la infancia y tiene_como_base una mutación homocigota o heterocigota compuesta en el gen FIG4 del cromosoma 6q21."
1,http://purl.obolibrary.org/obo/DOID_0060590,síndrome progeroide XFE,"Síndrome progeroide que se caracteriza por facies de pájaro envejecido, falta de grasa subcutánea, enanismo, caquexia y microcefalia y que tiene_como_base una mutación homocigota en el gen ERCC4 del cromosoma 16p13."
1,http://purl.obolibrary.org/obo/DOID_0081332,síndrome progeroide,Síndrome que se caracteriza por la aparición prematura de patologías relacionadas con la edad.
1,http://purl.obolibrary.org/obo/DOID_0060591,síndrome de WHIM,"Enfermedad de inmunodeficiencia que se caracteriza por neutropenia, hipogammaglobulinemia e infección extensa por el virus del papiloma humano y que tiene_como_base una mutación heterocigota en el gen CXCR4 del cromosoma 2q22."
1,http://purl.obolibrary.org/obo/DOID_612,enfermedad de inmunodeficiencia primaria,Enfermedad del sistema inmunitario que se produce cuando una o más partes esenciales del sistema inmunitario faltan o no funcionan correctamente al nacer debido a una mutación genética.
1,http://purl.obolibrary.org/obo/DOID_0060592,leucemia linfocítica aguda de células B en adultos,Leucemia linfoblástica aguda que se presenta en adultos y que tiene_como_base los linfocitos B.
1,http://purl.obolibrary.org/obo/DOID_5604,leucemia linfocítica aguda del adulto,Leucemia linfocítica aguda que se produce durante la edad adulta.
1,http://purl.obolibrary.org/obo/DOID_0060597,"leucemia mieloide crónica atípica, BCR-ABL1 negativo",Neoplasia mieloproliferativa mielodisplásica caracterizada por la afectación principal de la serie de neutrófilos con leucocitosis y displasia multilinaje. Las células neoplásicas no tienen cromosoma Filadelfia ni el gen de fusión BCR/ABL.
1,http://purl.obolibrary.org/obo/DOID_0060599,síndrome de Nance-Horan,"Síndrome que tiene_como_base una mutación en el gen NHS del cromosoma Xp22 y se caracteriza por cataratas congénitas que provocan una pérdida profunda de la vista, rasgos dismórficos característicos y anomalías dentales."
1,http://purl.obolibrary.org/obo/DOID_0060601,deficiencia del inhibidor alfa-2-plasmina,Enfermedad hemorrágica que tiene_como_base una mutación en el gen PLI. Se caracteriza por una tendencia hemorrágica que se presenta desde la infancia con hemorragias prolongadas y equimosis después de traumatismos menores y episodios hemorrágicos espontáneos.
1,http://purl.obolibrary.org/obo/DOID_2213,enfermedad hemorrágica,
1,http://purl.obolibrary.org/obo/DOID_0060602,deficiencia de alfa-metilacil-CoA racemasa,"Enfermedad peroxisomal que se caracteriza por una retinosis pigmentaria que provoca un fallo visual progresivo, dificultades de aprendizaje, una neuropatía periférica e hipogonadismo y que tiene_como_base una mutación homocigota en el gen AMACR del cromosoma 5p13.2-q11.1."
1,http://purl.obolibrary.org/obo/DOID_0060603,anhidrosis aislada con glándulas sudoríparas normales,Una anhidrosis que tiene_como_base una mutación homocigota en el gen ITPR2 del cromosoma 12p11.
1,http://purl.obolibrary.org/obo/DOID_11156,anhidrosis,Una hipohidrosis que se caracteriza por la incapacidad de sudar y tiene_como_síntomas hipertermia y piel seca.
1,http://purl.obolibrary.org/obo/DOID_0060604,anquiloglosia,"Enfermedad de la lengua caracterizada por un frenillo lingual inusualmente corto y grueso, una membrana que conecta la parte inferior de la lengua con el suelo de la boca."
1,http://purl.obolibrary.org/obo/DOID_10944,enfermedad de la lengua,Una enfermedad bucal que se_ubica_en la lengua.
1,http://purl.obolibrary.org/obo/DOID_0060606,trastorno del espectro nicotínico fetal,"Trastorno específico del desarrollo que se caracteriza por defectos congénitos físicos, de comportamiento y de aprendizaje derivados de la ingestión materna de nicotina durante el embarazo."
1,http://purl.obolibrary.org/obo/DOID_0060608,enanismo primordial osteodisplásico microcefálico tipo I,"Un enanismo primordial osteodisplásico microcefálico que se caracteriza por enanismo, microcefalia, retraso mental, malformaciones cerebrales y déficits sensoriales oculares y auditivos y que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen RNU4ATAC, que codifica un pequeño componente de ARN nuclear del espliceosoma dependiente de U12, en el cromosoma 2q14.2."
1,http://purl.obolibrary.org/obo/DOID_0060609,enanismo primordial osteodisplásico microcefálico tipo II,"Un enanismo primordial osteodisplásico microcefálico que tiene_como_base una mutación homocigota o heterocigota compuesta en el gen PCNT, que codifica la pericentrina, en el cromosoma 21q22. Se caracteriza por retraso del crecimiento intrauterino, estatura baja proporcional grave y microcefalia."
1,http://purl.obolibrary.org/obo/DOID_0060610,síndrome de megavejiga-microcolon-hipoperistaltismo intestinal,Síndrome que se caracteriza por una marcada dilatación de la vejiga y el microcolon y una disminución del peristaltismo intestinal.
1,http://purl.obolibrary.org/obo/DOID_0060611,obesidad abdominal-síndrome metabólico,"Síndrome que se caracteriza por obesidad abdominal, trastornos de los lípidos sanguíneos, inflamación, resistencia a la insulina o diabetes en toda regla y un mayor riesgo de desarrollar enfermedades cardiovasculares."
1,http://purl.obolibrary.org/obo/DOID_0060612,obesidad abdominal-síndrome metabólico 3,Un síndrome obeso-metabólico abdominal que tiene_como_base una mutación heterocigota en el gen DYRK1B del cromosoma 19q13.
1,http://purl.obolibrary.org/obo/DOID_0060614,síndrome cúbito-mamario,"Síndrome que se caracteriza por deficiencias o duplicaciones de las extremidades posteriores, hipoplasia y, o disfunción de las glándulas apocrinas/mamarias, dentición anormal, retraso de la pubertad en los varones y anomalías genitales y que tiene_como_base una mutación heterocigota en el gen TBX3."
1,http://purl.obolibrary.org/obo/DOID_0060639,diabetes mellitus neonatal permanente,"Una diabetes neonatal que tiene_como_base una mutación homocigota en el gen de la glucoquinasa (GCK), una mutación heterocigota en los genes KCNJ11 e INS, o por una mutación heterocigota u homocigota en el gen ABCC8."
1,http://purl.obolibrary.org/obo/DOID_0060640,encefalopatía etilmalónica,"Enfermedad del metabolismo mitocondrial que se caracteriza por retraso y regresión del neurodesarrollo, signos piramidales y extrapiramidales prominentes, petequias recurrentes, acrocianosis ortostática y diarrea crónica."
1,http://purl.obolibrary.org/obo/DOID_0060641,síndrome endocrino-cerebro-osteodisplasia,"Síndrome que se caracteriza por múltiples defectos congénitos en los sistemas endocrino, cerebral y esquelético que conducen a la mortalidad neonatal."
1,http://purl.obolibrary.org/obo/DOID_0060642,epidermólisis bullosa distrófica recesiva,Una epidermólisis ampollosa distrófica caracterizada por la formación recurrente de ampollas a nivel de la sublamina densa bajo la membrana basal cutánea.
1,http://purl.obolibrary.org/obo/DOID_4959,epidermólisis bullosa distrófica,"Una epidermólisis bullosa que se caracteriza por la formación de ampollas recurrentes secundarias a traumatismos menores en la piel y las mucosas, especialmente en las manos, los pies, las rodillas y los codos, y que tiene_como_base una mutación en el gen COL7A1, que codifica una proteína que ayuda al ensamblaje del colágeno de tipo VII."
1,http://purl.obolibrary.org/obo/DOID_0060643,colangitis esclerosante primaria,"Una colangitis esclerosante caracterizada por la inflamación fibroobliterativa del tracto biliar, que conduce a la cirrosis y a la hipertensión portal."
1,http://purl.obolibrary.org/obo/DOID_14268,colangitis esclerosante,
1,http://purl.obolibrary.org/obo/DOID_0060644,síndrome condrodisplasia-pseudohermafroditismo,"Síndrome caracterizado por los rasgos clínicos de una disgenesia gonadal completa 46,XY en asociación con un enanismo grave con condrodisplasia generalizada."
1,http://purl.obolibrary.org/obo/DOID_0060645,osteomielitis multifocal recurrente crónica,"Una osteomielitis caracterizada por múltiples focos de inflamación dolorosa de los huesos, principalmente en las metáfisis de los huesos largos, además de la pelvis, la cintura escapular y la columna vertebral."
1,http://purl.obolibrary.org/obo/DOID_1019,osteomielitis,Enfermedad inflamatoria ósea que tiene_como_base una infección y se_ubica_en el hueso o se_ubica_en la médula ósea.
1,http://purl.obolibrary.org/obo/DOID_1532,enfermedad pleural,"Enfermedad torácica que puede implicar inflamación de la pleura, acumulación de aire dentro de la cavidad pleural, acumulación anormal de líquido pleural, crecimientos anormales en la pleura (tumor pleural) y placas pleurales. Las principales causas de las enfermedades pleurales, incluyendo los derrames pleurales, son la insuficiencia cardíaca congestiva, los tumores malignos, las infecciones paraneumónicas y la embolia pulmonar."
