class,label,definition,clase,etiqueta,definición,class_match
http://purl.obolibrary.org/obo/DOID_0080560,congenital disorder of glycosylation Ih,"A congenital disorder of glycosylation I that is characterized by gastrointestinal symptoms (diarrhea, vomiting, feeding problems with failure to thrive, protein-losing enteropathy), edema and ascites (including hydrops fetalis), hepatomegaly, renal tubulopathy, coagulation anomalies due to thrombocytopenia, brain involvement (psychomotor delay, seizures, ataxia), facial dysmorphism (low-set ears and retrognathia), pes equinovarus, and muscular hypotonia and has_material_basis_in heterozygous mutation in the gene encoding dolichyl-P-glucose:Glc-1-Man-9-GlcNAc-2-PP-dolichyl-alpha-3-glucosyltransferase on chromosome 11q14.",http://purl.obolibrary.org/obo/DOID_0080560,trastorno congénito de la glucosilación Ih,"Un trastorno congénito de la glucosilación I que se caracteriza por síntomas gastrointestinales (diarrea, vómitos, problemas de alimentación con retraso del crecimiento, enteropatía perdedora de proteínas), edema y ascitis (incluida hidropesía fetal), hepatomegalia, tubulopatía renal, anomalías de la coagulación debidas a trombocitopenia, afectación cerebral (retraso psicomotor, convulsiones, ataxia), dismorfismo facial (orejas de implantación baja y retrognatia), pie equinovaro e hipotonía muscular y tiene_su_base_material_en mutación heterocigota en el gen que codifica la dolicil-P-glucosa:Glc-1-Man-9-GlcNAc-2-PP-dolicil-alfa-3-glucosiltransferasa en el cromosoma 11q14.",TRUE
http://purl.obolibrary.org/obo/DOID_0080561,congenital disorder of glycosylation Ii,"A congenital disorder of glycosylation I that is characterized by iris coloboma, cataract, infantile spasms, developmental delay and abnormal coagulation factors and has_material_basis_in compound heterozygous mutation in the ALG2 gene on chromosome 9q22.",http://purl.obolibrary.org/obo/DOID_0080561,trastorno congénito de la glucosilación Ii,"Un trastorno congénito de la glucosilación I que se caracteriza por coloboma del iris, cataratas, espasmos infantiles, retraso del desarrollo y factores de coagulación anormales y tiene_su_base_material_en una mutación heterocigota compuesta en el gen ALG2 del cromosoma 9q22.",TRUE
http://purl.obolibrary.org/obo/DOID_0080562,congenital disorder of glycosylation Ij,"A congenital disorder of glycosylation I that is characterized by hypotonia, intractable seizures, developmental delay, microcephaly and severe fetal hypokinesia and has_material_basis_in homozygous or compound heterozygous mutation in the DPAGT1 gene, which encodes UDP-GlcNAc:dolichyl-phosphate N-acetylglucosamine phosphotransferase, on chromosome 11q23.",http://purl.obolibrary.org/obo/DOID_0080562,trastorno congénito de la glucosilación Ij,"Un trastorno congénito de la glucosilación I que se caracteriza por hipotonía, convulsiones intratables, retraso del desarrollo, microcefalia e hipocinesia fetal grave y tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen DPAGT1,que codifica la UDP-GlcNAc:dolicilfosfato N-acetilglucosamina fosfotransferasa, en el cromosoma 11q23.",TRUE
http://purl.obolibrary.org/obo/DOID_0080563,congenital disorder of glycosylation Ik,"A congenital disorder of glycosylation I that is characterized by severe developmental and psychomotor delay, muscular hypotonia, intractable early-onset seizures, and microcephaly and has_material_basis_in homozygous or compound heterozygous mutation in the gene encoding beta-1,4-mannosyltransferase on chromosome 16p13.",http://purl.obolibrary.org/obo/DOID_0080563,trastorno congénito de la glucosilación Ik,"Un trastorno congénito de la glucosilación I que se caracteriza por un grave retraso psicomotor y del desarrollo, hipotonía muscular, convulsiones intratables de aparición temprana y microcefalia y tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen que codifica la beta-1,4-manosiltransferasa en el cromosoma 16p13.",TRUE
http://purl.obolibrary.org/obo/DOID_0080564,congenital disorder of glycosylation Il,"A congenital disorder of glycosylation I that is characterized by progressive microcephaly, hypotonia, developmental delay, drug-resistant infantile epilepsy, and hepatomegaly and has_material_basis_in homozygous mutation in the ALG9 gene on chromosome 11q23.",http://purl.obolibrary.org/obo/DOID_0080564,trastorno congénito de la glucosilación Il,"Un trastorno congénito de la glucosilación I que se caracteriza por microcefalia progresiva, hipotonía, retraso del desarrollo, epilepsia infantil resistente a los fármacos y hepatomegalia y tiene_su_base_material_en mutación homocigota en el gen ALG9 del cromosoma 11q23.",TRUE
http://purl.obolibrary.org/obo/DOID_0080565,congenital disorder of glycosylation Im,"A congenital disorder of glycosylation I that is characterized by muscular hypotonia and ichthyosis and has_material_basis_in homozygous mutation in the DOLK gene, which encodes the enzyme responsible for the final step of the de novo biosynthesis of dolichol phosphate, on chromosome 9q34.",http://purl.obolibrary.org/obo/DOID_0080565,trastorno congénito de la glucosilación Im,"Un trastorno congénito de la glucosilación I que se caracteriza por hipotonía muscular e ictiosis y tiene_su_base_material_en mutación homocigota en el gen DOLK, que codifica la enzima responsable del paso final de la biosíntesis de novo del fosfato de dolicol, en el cromosoma 9q34.",TRUE
http://purl.obolibrary.org/obo/DOID_0080566,congenital disorder of glycosylation In,"A congenital disorder of glycosylation I that is characterized by poorly coordinated suck resulting in difficulty feeding and failure to thrive, myoclonic jerks with hypotonia and brisk reflexes progressing to a seizure disorder, roving eyes, developmental delay, poor to absent visual contact, and sensorineural hearing loss and has_material_basis_in homozygous or compound heterozygous mutation in the RFT1 gene on chromosome 3p21.",http://purl.obolibrary.org/obo/DOID_0080566,trastorno congénito de la glucosilación I,"Un trastorno congénito de la glucosilación I que se caracteriza por una succión mal coordinada que provoca dificultad para alimentarse y retraso del crecimiento, sacudidas mioclónicas con hipotonía y reflejos bruscos que progresan a un trastorno convulsivo, ojos errantes, retraso del desarrollo, contacto visual de pobre a ausente y pérdida auditiva neurosensorial y tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen RFT1 en el cromosoma 3p21.",TRUE
http://purl.obolibrary.org/obo/DOID_0080567,congenital disorder of glycosylation Ip,"A congenital disorder of glycosylation I that is characterized by facial dysmorphism (microcephaly, high forehead, low posterior hairline, strabismus), hypotonia, failure to thrive, intractable seizures, developmental delay, persistent vomiting and gastric bleeding and has_material_basis_in homozygous or compound heterozygous mutation in the ALG11 gene on chromosome 13q14.",http://purl.obolibrary.org/obo/DOID_0080567,trastorno congénito de la glucosilación Ip,"Un trastorno congénito de la glucosilación I que se caracteriza por dismorfismo facial (microcefalia, frente alta, línea posterior del cabello baja, estrabismo), hipotonía, retraso del crecimiento, convulsiones intratables, retraso del desarrollo, vómitos persistentes y hemorragia gástrica y tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen ALG11 del cromosoma 13q14.",TRUE
http://purl.obolibrary.org/obo/DOID_0080568,congenital disorder of glycosylation Iq,"A congenital disorder of glycosylation I that is characterized by a highly variable phenotype typically presenting with severe visual impairment, variable ocular anomalies (such as optic nerve hypoplasia/atrophy, iris and optic nerve coloboma, congenital cataract, glaucoma), intellectual disability, cerebellar abnormalities, nystagmus, hypotonia, ataxia, and/or ichthyosiform skin lesions and has_material_basis_in homozygous or compound heterozygous mutation in the SRD5A3 gene on chromosome 4q12.",http://purl.obolibrary.org/obo/DOID_0080568,trastorno congénito de la glucosilación Iq,"Un trastorno congénito de la glucosilación I que se caracteriza por un fenotipo muy variable que se presenta típicamente con deficiencia visual grave, anomalías oculares variables (como hipoplasia/atrofia del nervio óptico, coloboma del iris y del nervio óptico, catarata congénita, glaucoma), discapacidad intelectual, anomalías cerebelosas, nistagmo, hipotonía, ataxia y/o lesiones cutáneas ictiosiformes y tiene_su_base_material_en una mutación homocigota o heterocigota compuesta en el gen SRD5A3 del cromosoma 4q12.",TRUE
http://purl.obolibrary.org/obo/DOID_0080569,congenital disorder of glycosylation Ir,"A congenital disorder of glycosylation I that is characterized by failure to thrive, developmental delay, hypotonia, strabismus and hepatic dysfunction and has_material_basis_in compound heterozygous mutation in the DDOST gene on chromosome 1p36.",http://purl.obolibrary.org/obo/DOID_0080569,trastorno congénito de la glucosilación Ir,"Un trastorno congénito de la glucosilación I que se caracteriza por retraso en el crecimiento, retraso en el desarrollo, hipotonía, estrabismo y disfunción hepática y tiene_su_base_material_en mutación heterocigota compuesta en el gen DDOST del cromosoma 1p36.",TRUE
http://purl.obolibrary.org/obo/DOID_0080570,congenital disorder of glycosylation It,"A congenital disorder of glycosylation I that is characterized by a wide range of clinical manifestations, most commonly presenting with bifid uvula with or without cleft palate at birth, associated with growth delay, hepatopathy with elevated aminotransferase serum levels, myopathy (including exercise-related fatigue, exercise intolerance, muscle weakness), intermittent hypoglycemia, and dilated cardiomyopathy and/or cardiac arrest, due to decreased phosphoglucomutase 1 enzyme activity and has_material_basis_in homozygous or compound heterozygous mutation in the PGM1 gene on chromosome 1p31.",http://purl.obolibrary.org/obo/DOID_0080570,trastorno congénito de la glicosilación It,"Un trastorno congénito de la glicosilación I que se caracteriza por una amplia gama de manifestaciones clínicas, presentándose más comúnmente con úvula bífida con o sin paladar hendido al nacer, asociada a retraso del crecimiento, hepatopatía con niveles séricos elevados de aminotransferasa, miopatía (incluyendo fatiga relacionada con el ejercicio, intolerancia al ejercicio, debilidad muscular), hipoglucemia intermitente, y cardiomiopatía dilatada y/o paro cardiaco, debido a la disminución de la actividad de la enzima fosfoglucomutasa 1 y tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen PGM1 del cromosoma 1p31.",TRUE
http://purl.obolibrary.org/obo/DOID_0080571,congenital disorder of glycosylation Iu,"A congenital disorder of glycosylation I that is characterized by respiratory distress and severe hypotonia at birth, severe global developmental delay, early-onset intractable seizures, myopathic fascies with craniofacial dysmorphism (trigonocephaly/progressive microcephaly, low anterior hairline, arched eyebrows, hypotelorism, strabismus, small nose, prominent philtrum, thin upper lip, high-arched palate, micrognathia, malocclusion), severe, congenital flexion joint contractures and elevated serum creatine kinase levels and has_material_basis_in homozygous or compound heterozygous mutation in the DPM2 gene on chromosome 9q34.",http://purl.obolibrary.org/obo/DOID_0080571,trastorno congénito de la glucosilación Iu,"Un trastorno congénito de la glucosilación I que se caracteriza por dificultad respiratoria e hipotonía grave al nacer, retraso global grave del desarrollo, convulsiones intratables de aparición precoz, facies miopáticas con dismorfismo craneofacial (trigonocefalia/microcefalia progresiva, línea anterior del cabello baja, cejas arqueadas, hipotelorismo, estrabismo, nariz pequeña, surco nasolabial prominente, labio superior delgado, paladar de arco alto, micrognatia, maloclusión), contracturas congénitas graves de las articulaciones en flexión y niveles séricos elevados de creatina cinasa y tiene_su_base_material_en mutación homocigota o heterocigota compuesta en el gen DPM2 del cromosoma 9q34.",TRUE
http://purl.obolibrary.org/obo/DOID_0080572,congenital disorder of glycosylation Iw,"A congenital disorder of glycosylation I that is characterized by developmental delay, intellectual disability, failure to thrive, hypotonia and seizures and has_material_basis_in homozygous mutation in the STT3A gene on chromosome 11q24.",http://purl.obolibrary.org/obo/DOID_0080572,trastorno congénito de la glucosilación Iw,"Un trastorno congénito de la glucosilación I que se caracteriza por retraso del desarrollo, discapacidad intelectual, retraso del crecimiento, hipotonía y convulsiones y tiene_su_base_material_en una mutación homocigota en el gen STT3A del cromosoma 11q24.",TRUE
